Nombre del artista,Título de la canción,Número de canción,Título del álbum,Fecha de lanzamiento,Nombre del compositor,Nombre del productor musical,Código ISRC,Sello discográfico,Compañía editorial,Entidad de gestión de derechos,Género/s musical/es,Número de reproducciones,Top 5,Contacto (campo comentarios)
Molly Goodman,Leader only note laugh.,8,Free his writer.,2010-03-12,Ashley Campbell,Nicholas Hodge,978-1-78342-245-6,Universal Music Group,Sony/ATV Music Publishing,SESAC,Merengue,886403,False,robinsontonya@example.com
David Wilkinson,Me admit could.,3,Southern as science.,2023-05-22,Tyler Ellis,Evelyn Garcia MD,978-0-346-80974-1,Universal Music Group,Warner/Chappell Music,SESAC,Vallenato,557699,False,petersonhenry@example.org
Brittany Mcdonald,Realize management head.,1,Level avoid century.,2018-10-20,Joseph Martinez,Robert Mathis,978-0-14-506628-4,EMI,Universal Music Publishing Group,BMI,Hip Hop,291804,False,patrickvalencia@example.org
Eric Martinez,Western social any fund.,1,Pm movement head.,2016-01-21,Jessica Hart,Oscar Hart,978-0-323-68260-2,Warner Music Group,Warner/Chappell Music,ASCAP,Rock,920969,False,wkane@example.com
Rebecca Collier,Big push.,5,Media lawyer growth.,2020-03-14,Michael Gray,Earl Nguyen,978-0-12-202151-0,Warner Music Group,Kobalt Music Group,SESAC,Pop,150177,False,carlsonjessica@example.com
Brittany Gray,Wait hotel away consumer.,11,Eat worry.,2014-07-14,Christopher Tate,William Moody,978-1-4546-1897-3,Sony Music,Kobalt Music Group,BMI,Jazz,233545,False,bwalker@example.net
Karen Ochoa,Buy three modern suggest travel.,11,Leader more.,2011-10-22,Suzanne Edwards,Cathy Crawford,978-1-78832-124-2,EMI,Kobalt Music Group,ASCAP,Reggeton,1361,False,lanceharris@example.net
Cheryl Hawkins,Prevent audience trouble fill.,3,Everyone.,2015-03-10,Melissa Williams,Michelle Molina,978-1-902525-33-4,Sony Music,Sony/ATV Music Publishing,ASCAP,Rock,302707,False,susan41@example.net
Dwayne Torres,Whom skill smile room.,1,Agency method record.,2017-11-27,Larry Dunn,Brad Gomez,978-0-369-13891-0,Warner Music Group,Kobalt Music Group,ASCAP,Electronic,892583,False,smcdowell@example.com
Lisa Nunez,Significant long within Republican career.,5,Me newspaper machine entire.,2007-10-23,Dwayne Turner,Erik Myers,978-1-63856-121-7,EMI,Universal Music Publishing Group,BMI,Electronic,473956,False,maryhayes@example.net
Lisa Morris,Throughout reduce rule quality.,10,Arm hold hotel.,2010-07-05,Shannon Perez,Michael Ward,978-1-922730-52-7,EMI,Warner/Chappell Music,SESAC,Reggeton,240011,False,sonya82@example.org
Sheila Bennett,Suddenly compare dinner.,10,Action other.,2008-08-24,Antonio Riggs,Jennifer Brown,978-1-65477-384-7,EMI,Kobalt Music Group,BMI,Hip Hop,817688,False,andrea38@example.net
Courtney Brown,Window much theory.,7,You who site.,2014-08-12,Kelly Miller,Terry Hinton,978-0-85286-136-3,EMI,Universal Music Publishing Group,BMI,Vallenato,731487,False,mendozawalter@example.org
Susan Allen,Maintain do water.,3,Very dream join.,2008-03-01,Eric Brady,Juan Jones,978-0-230-85268-6,Sony Music,Warner/Chappell Music,SESAC,Country,642618,False,evanshenry@example.com
Rachel Elliott,Budget morning.,12,Dog according.,2012-04-21,Luis Koch,Melissa Aguirre,978-1-209-28533-7,EMI,Warner/Chappell Music,ASCAP,Salsa,321850,False,donnaarroyo@example.net
Dakota Owens,Whose six fill.,9,Congress state decision.,2012-03-13,William Hodge,Jason Watkins,978-1-912847-94-5,Warner Music Group,Universal Music Publishing Group,SESAC,Salsa,167844,False,madison17@example.com
William Torres,Budget rather reduce region.,9,Record especially few.,2015-11-22,Briana Bautista,Crystal Fernandez,978-1-81878-448-1,Sony Music,Kobalt Music Group,BMI,Vallenato,787462,False,logan74@example.com
Daniel Cooper,Upon medical employee.,9,Over whatever like.,2016-04-11,Robert Rosario,Lisa Taylor,978-1-4476-5811-5,Universal Music Group,Sony/ATV Music Publishing,BMI,Electronic,507822,False,ocooper@example.org
David Lawson,Choice report within actually.,5,Reflect by.,2014-01-17,Sheila Hughes,Maria Conway,978-1-878541-83-3,Universal Music Group,Sony/ATV Music Publishing,BMI,Country,996891,True,williamwilson@example.org
Jerry Khan,Reveal across of.,8,Land listen since.,2022-08-13,Donald Flynn,Randy Simon,978-1-06-081846-0,Warner Music Group,Warner/Chappell Music,BMI,Electronic,586053,False,gallagherdeanna@example.com
Mrs. Lindsey Clark,Kind action quickly.,9,Five establish.,2018-03-22,Samuel Christensen,Emily Medina,978-0-319-94820-0,Warner Music Group,Kobalt Music Group,SESAC,Pop,545352,False,martinezashley@example.org
Jeanne Fox,Moment want nothing response.,5,Under fast party concern.,2014-08-02,Brittany Riley,Angela Johnson,978-1-60557-280-2,Warner Music Group,Universal Music Publishing Group,BMI,Rock,505053,False,ortizphillip@example.net
Melissa Reid,Hot camera consider beat Mr.,8,Top situation tough.,2000-05-07,Jacob Long,Justin Lin,978-0-631-76633-9,Warner Music Group,Warner/Chappell Music,BMI,Rock,792981,False,myersjamie@example.org
Johnny Hill,Trial itself ground approach.,11,Stage environmental.,2001-02-22,Monique Smith,David Torres,978-0-537-64541-7,Warner Music Group,Sony/ATV Music Publishing,BMI,Pop,884351,False,byrdmike@example.net
Michele Brown,Minute live moment discuss establish.,5,Build Mr write also.,2016-05-05,Peter Phillips,Vanessa Miller,978-0-7099-8216-6,Sony Music,Universal Music Publishing Group,BMI,Vallenato,541785,False,qguzman@example.com
Christina Wright,Both debate training.,3,Adult laugh lay.,2007-02-13,Rachel King,Gregory Armstrong,978-0-375-49533-5,Warner Music Group,Kobalt Music Group,BMI,Jazz,989274,False,hebertjohn@example.net
Jessica Montes,Last art reflect realize.,7,Run list real bag.,2010-06-13,Meghan Johnson,Sharon Rogers,978-0-580-57115-2,Warner Music Group,Warner/Chappell Music,BMI,Electronic,848868,False,roberthubbard@example.org
Shelly Morton,Purpose letter play participant.,6,Method benefit on.,2011-03-29,Blake Shepard,Jesse Lewis,978-1-04-792369-9,Universal Music Group,Universal Music Publishing Group,BMI,Electronic,964540,False,dawn80@example.com
Christina Sanders,Drop join perform.,6,Notice boy.,2003-04-16,Susan Larson,Michele Ross,978-0-212-91006-9,Warner Music Group,Universal Music Publishing Group,BMI,Salsa,464700,False,hardinkenneth@example.net
Traci Keith,Seem show well.,6,Actually professor.,2008-10-04,Megan Fisher,Philip Martinez,978-0-652-06616-6,EMI,Kobalt Music Group,BMI,Rock,957559,False,madisonhenson@example.net
Cody Evans,Particular big learn hour.,10,Start.,2010-09-06,Heather Whitehead,David Meyer,978-0-318-83865-6,Sony Music,Sony/ATV Music Publishing,ASCAP,Electronic,862688,False,zle@example.org
Stacy Ramsey,Long cause movement history.,2,Same.,2006-04-28,Benjamin Fuller,Laura Mclaughlin,978-1-01-974630-1,Universal Music Group,Warner/Chappell Music,SESAC,Country,520505,False,jessica95@example.com
Joseph Baker,Door stuff ahead focus.,3,Significant baby fight.,2007-04-25,Maria Adams,Christian Sweeney,978-1-62171-437-8,Universal Music Group,Warner/Chappell Music,SESAC,Pop,275295,False,afowler@example.com
Jeanne Murphy,Everything south company.,4,New.,2005-06-13,Jackie Washington,Joseph Henderson,978-0-242-54299-5,Universal Music Group,Warner/Chappell Music,BMI,Hip Hop,50791,False,snydercynthia@example.net
Sandra Meyer,Own own reveal politics official.,7,Between above.,2008-04-19,Pamela Richardson MD,Kelly Gibbs,978-1-281-41410-6,EMI,Warner/Chappell Music,BMI,Reggeton,143752,False,keithnicole@example.org
Gregory Brown,Then leader.,6,Whatever like resource.,2021-02-09,Jonathan Soto,Jose Castro,978-0-274-97496-2,Sony Music,Sony/ATV Music Publishing,BMI,Pop,27333,False,david25@example.com
Jack Thompson,If instead create brother buy.,1,Either manage public.,2014-11-20,Michael Richard,Crystal Riley,978-0-258-16674-1,Sony Music,Sony/ATV Music Publishing,ASCAP,Electronic,641422,False,amandarios@example.net
Alexander Hunter,Week often.,1,Republican fact clearly.,2019-03-27,James Rivera,Chelsea Herrera,978-1-955645-05-8,Warner Music Group,Sony/ATV Music Publishing,SESAC,Reggeton,581613,False,william63@example.org
Linda Cowan,Up identify task.,11,Onto four.,2011-12-21,Mrs. Shari Rollins,Ashlee Riley,978-1-908845-46-7,EMI,Universal Music Publishing Group,BMI,Electronic,813220,False,tlowery@example.org
Brenda Turner,Two from.,6,Them TV.,2008-07-13,Lisa Sexton,Megan Cain,978-1-899009-38-1,EMI,Warner/Chappell Music,BMI,Jazz,19579,False,juanortiz@example.org
Daniel Moore,Technology among.,2,Ago.,2022-11-08,Gloria Liu,Dr. Larry Pope,978-1-4844-5054-3,Warner Music Group,Warner/Chappell Music,SESAC,Rock,885806,False,april73@example.org
Christina Crawford,Life out short.,1,Affect.,2024-03-18,Emily Jimenez,Tammy Gomez,978-0-405-13369-5,Warner Music Group,Warner/Chappell Music,BMI,Hip Hop,614916,False,morrisonstephanie@example.org
Ashley Jones,Structure behavior record.,2,Explain all system.,2004-12-30,Kathleen Barrett,Stephen Henderson,978-1-4255-6903-7,Warner Music Group,Sony/ATV Music Publishing,SESAC,Reggeton,502838,False,fosterrichard@example.com
Amber Crosby,Account yard strong politics mind.,3,Evening seat.,2009-09-30,Joshua Wood,Christopher Mckee,978-0-86394-546-5,Warner Music Group,Kobalt Music Group,BMI,Hip Hop,119040,False,kristi95@example.org
Rachael Miller,Low career head.,6,Here possible child feel.,2023-03-29,Harold Morgan,Andrew Rodriguez,978-0-242-97123-8,EMI,Universal Music Publishing Group,ASCAP,Rock,700767,False,eaustin@example.org
David Olson,Agency around effect during north.,4,Wrong view list.,2021-06-24,Brian Curtis,Maria Francis,978-1-934466-05-6,Warner Music Group,Universal Music Publishing Group,BMI,Classical,250085,False,smithlisa@example.com
Julie Morris,Everyone hotel.,8,His single.,2003-11-07,Kristen Crosby,Gregory Davis,978-0-944967-95-9,Warner Music Group,Warner/Chappell Music,ASCAP,Rock,204138,False,olsonlisa@example.com
George Ayala,Seem seat collection.,2,Follow face treatment.,2000-02-17,Mr. Douglas Daniels Jr.,Matthew Gordon,978-1-189-00357-0,Universal Music Group,Sony/ATV Music Publishing,SESAC,Reggae,543593,False,david21@example.org
Gregory Patel,Space material sister culture.,6,Prevent risk.,2000-05-13,Raymond Russell,Carol Harmon,978-0-9958789-0-7,Warner Music Group,Universal Music Publishing Group,BMI,Country,695070,False,michelleallen@example.com
Sean Garcia,East popular major.,10,Themselves build.,2016-11-06,Jeffrey Martinez,Mathew Mendez,978-1-955879-09-5,EMI,Kobalt Music Group,SESAC,Reggeton,739220,False,dross@example.net
Jeanne Rose,Perform someone.,6,Detail determine.,2000-12-16,Samantha Tran,Jason Rodriguez,978-0-674-10815-8,Sony Music,Sony/ATV Music Publishing,ASCAP,Reggeton,76448,False,chrislara@example.net
Christine Sweeney,Weight series.,12,Near medical gas wall.,2009-06-03,Joseph Woods,Anthony Garcia,978-1-69587-503-6,EMI,Sony/ATV Music Publishing,BMI,Reggeton,39060,False,samuel94@example.org
Ryan Olson,Family sort strong.,9,Artist.,2021-05-14,Heidi Carey,Latasha Anderson,978-0-7508-0074-7,Warner Music Group,Warner/Chappell Music,ASCAP,Vallenato,370300,False,rmiller@example.net
Mrs. Zoe Glass,Site play pass most.,8,Responsibility research feeling.,2008-02-09,Anna Taylor,Anthony Harris,978-1-67840-192-4,Warner Music Group,Kobalt Music Group,ASCAP,Electronic,416697,False,brendagarcia@example.com
William Vazquez,Ago once cause.,4,Week coach.,2013-06-22,Mrs. Tara Nixon,Michael Rodriguez,978-0-511-61253-4,Warner Music Group,Sony/ATV Music Publishing,SESAC,Classical,202311,False,vargaswilliam@example.org
William Bailey,Game heavy sit learn certainly.,4,Structure join know agent.,2017-03-11,Latasha Warren,Thomas Payne,978-0-508-39596-9,EMI,Sony/ATV Music Publishing,ASCAP,Vallenato,313198,False,teresa21@example.org
Jamie Dickerson,Simply avoid art current.,12,Decade back.,2013-11-10,Mr. Fred Salinas,Catherine Brewer,978-1-170-16269-9,EMI,Kobalt Music Group,SESAC,Reggeton,817917,False,wcastro@example.org
Michael Ochoa,Recently ten public believe.,3,Person.,2004-12-18,Mallory Olsen,Samantha Sanders,978-1-953004-62-8,Warner Music Group,Universal Music Publishing Group,ASCAP,Hip Hop,426663,False,alexanderwayne@example.org
Jacob White,Team tree full change.,3,Reflect.,2016-09-22,Ashley Blankenship,David Parsons,978-0-413-02585-2,EMI,Warner/Chappell Music,SESAC,Country,800621,False,davidwise@example.net
Christy Hurst,Spring dream rise end sea.,7,Class administration.,2001-06-27,Monica Garcia,April Pitts,978-0-85959-198-0,Universal Music Group,Sony/ATV Music Publishing,SESAC,Pop,283556,False,hperry@example.org
Jesse White,Itself if story.,8,Begin plant.,2021-07-09,Craig Wilson,Katherine Cohen,978-1-08-235062-7,Warner Music Group,Universal Music Publishing Group,ASCAP,Reggae,102897,False,kingrebecca@example.net
Isaac Walsh,Arm myself candidate foreign yeah.,10,President rock guess.,2005-12-26,Robert Freeman PhD,Karen Cohen,978-0-660-59906-9,EMI,Kobalt Music Group,ASCAP,Pop,173270,False,ybridges@example.com
Heather Gilbert,Number off table small movie.,3,First significant might.,2018-03-18,Vanessa Spence,Benjamin Rivera,978-0-06-526509-5,EMI,Universal Music Publishing Group,ASCAP,Country,944316,False,thanna@example.com
Emily Parker,Expert according TV.,1,Get house.,2012-02-15,Jennifer Hogan,Clifford Gonzalez,978-0-7264-2760-2,Sony Music,Sony/ATV Music Publishing,SESAC,Salsa,46008,False,lopezjessica@example.net
Elizabeth Mckenzie,Surface pattern.,11,Partner stop.,2013-11-24,Russell Hunt,Laura Alexander,978-1-9825-3660-2,Universal Music Group,Warner/Chappell Music,SESAC,Country,109362,False,holly56@example.com
Christopher Ewing,Prevent attorney.,3,Lawyer check.,2004-03-13,Krystal Watkins,Edward Fisher,978-0-02-436328-2,Universal Music Group,Kobalt Music Group,BMI,Salsa,700953,False,kellyana@example.org
Carol Wilson,Strong voice run.,9,Purpose now listen.,2008-03-04,Sara Knight,John Riley,978-1-881690-19-1,Universal Music Group,Universal Music Publishing Group,BMI,Rock,156741,False,jeremy85@example.net
Scott Morales,Society industry tell I.,10,Around rule.,2017-04-17,Jeffrey Garcia,Allen Davidson,978-0-413-81114-1,Sony Music,Universal Music Publishing Group,SESAC,Electronic,760028,False,pooleglenn@example.com
Betty Simmons,Theory effort raise chance physical.,4,Girl himself article.,2012-07-11,Daniel Garza,Robert Bell,978-0-575-34616-1,Universal Music Group,Warner/Chappell Music,SESAC,Reggeton,194389,False,tlawrence@example.org
Angela Tate,Force guess.,1,Some five.,2005-01-13,Carolyn Hendrix,Tracy Morgan,978-1-09-061651-7,EMI,Universal Music Publishing Group,ASCAP,Hip Hop,537634,False,jonesdaniel@example.com
Jeffrey Wright,Policy share new.,4,Radio ability make.,2022-12-19,Joel Hodges,Jennifer Logan,978-0-664-64108-5,Sony Music,Kobalt Music Group,BMI,Country,882842,False,adamgalloway@example.org
James Smith,Cut pattern.,3,Fill miss response.,2008-04-23,Sheryl Evans,Jennifer Deleon,978-0-07-198482-9,Warner Music Group,Kobalt Music Group,BMI,Electronic,929417,False,hgardner@example.net
Jeremy Decker,Life level sister.,12,Baby arm.,2007-04-13,Gregory Craig,Christy Ferguson,978-1-04-300775-1,Sony Music,Sony/ATV Music Publishing,SESAC,Jazz,387421,False,hayesjames@example.com
Sarah Jones,Garden form job.,2,Generation science value.,2021-08-06,Mike Smith,Andrew Miller,978-0-8145-0023-1,Warner Music Group,Sony/ATV Music Publishing,SESAC,Hip Hop,882723,False,riverajulia@example.com
Jeremy Solis,View feeling water place.,6,Test just camera.,2012-07-03,Michelle Sandoval,Denise Bryan,978-1-143-72853-2,Warner Music Group,Sony/ATV Music Publishing,ASCAP,Electronic,353669,False,iross@example.org
Brandon Hernandez,Unit anyone quickly simple.,6,Simply before along.,2023-08-26,Alexander Goodman,Bradley Johnson,978-0-7462-2052-8,Sony Music,Universal Music Publishing Group,ASCAP,Reggae,500104,False,kayla90@example.org
Jordan Lewis,Control coach.,11,Six down former.,2001-12-20,Christian Parsons,Laurie Henson,978-1-55793-250-1,Warner Music Group,Sony/ATV Music Publishing,BMI,Hip Hop,186768,False,yolandafitzgerald@example.com
Oscar Roberts,Today direction various especially.,1,Assume suddenly pick.,2018-03-29,Michelle Dominguez,Megan Lewis,978-0-18-338099-1,Warner Music Group,Universal Music Publishing Group,SESAC,Jazz,295989,False,carterray@example.org
Grace Fritz,Respond agency pretty eight the.,10,Paper measure any figure.,2017-02-02,Savannah Cruz,Dawn Gonzalez,978-1-378-71091-3,EMI,Universal Music Publishing Group,ASCAP,Salsa,298917,False,ruthwillis@example.net
Bradley Blair,Difference tough culture.,10,Say class.,2009-02-16,Alice Acevedo,Angelica Fields,978-0-262-02962-9,Universal Music Group,Sony/ATV Music Publishing,BMI,Reggeton,472431,False,goodmanjohn@example.org
Kelly Franklin,Kitchen couple lay table.,7,System hair.,2009-01-05,Anthony Cunningham,Jessica Rodriguez,978-0-9631588-0-2,EMI,Universal Music Publishing Group,SESAC,Rock,652253,False,browntanya@example.net
Jason Mckenzie,Benefit raise fly production west.,8,Task leg.,2016-02-28,Zoe Sutton,Christina Terry,978-1-85408-782-9,Warner Music Group,Kobalt Music Group,ASCAP,Pop,199180,False,danielle03@example.com
Krista Stone,Rise firm maintain force risk.,5,Cover property.,2005-09-01,Bobby Wheeler,Tracy Taylor,978-0-929340-30-2,Sony Music,Warner/Chappell Music,BMI,Rock,879676,False,abigail24@example.com
Chelsea Evans,Condition from.,1,Form yourself large.,2007-08-15,Connor Gutierrez,Mike Young,978-1-04-937357-7,Universal Music Group,Kobalt Music Group,BMI,Reggeton,354922,False,tkennedy@example.org
Kristine Greer,Concern weight man old.,4,Help.,2009-07-20,Ms. Tara Brown,Eric Green,978-1-222-86619-3,Universal Music Group,Sony/ATV Music Publishing,BMI,Electronic,755377,False,robertolarson@example.net
Norman Gonzalez,Medical forward alone city.,2,Ball sometimes language.,2021-02-28,Ann Donaldson,Carla Mcintosh,978-0-512-36474-6,EMI,Kobalt Music Group,BMI,Country,317605,False,parksashlee@example.net
Matthew Kaiser,Figure animal dream tell.,4,Majority hold.,2008-09-23,Ariana Chen,Debbie Edwards,978-1-239-96604-6,EMI,Sony/ATV Music Publishing,BMI,Rock,201822,False,pdunn@example.net
David Gonzalez,Success person.,1,Send long fight.,2003-08-13,Adam Powell,Melinda Palmer,978-0-598-13877-4,Warner Music Group,Warner/Chappell Music,SESAC,Rock,673696,False,jeremy88@example.com
Barbara Rivera,Can game figure perhaps role.,8,Raise ready.,2011-08-08,Jade Williams,Katherine Gonzales,978-1-4760-1479-1,EMI,Warner/Chappell Music,ASCAP,Reggae,372676,False,geraldjames@example.com
